detection_id,cluster,mosaic_file,mosaic_row,mosaic_col,mosaic_x,mosaic_y,thumb_size,frame,bbox_x,bbox_y,bbox_w,bbox_h,quality_score,solidity,eccentricity
65,0,cluster_00_mosaic.png,2,11,990,220,90,RCNHSha_20250509_234048_IMG8,1235,2543,55,69,0.3401,0.8139,0.8524
985,0,cluster_00_mosaic.png,2,12,1080,220,90,RCNHSha_20250512_054045_IMG8,1131,886,42,53,0.34,0.927,0.9055
127,0,cluster_00_mosaic.png,2,13,1170,220,90,RCNHSha_20250510_020901_IMG1,2100,835,43,58,0.3395,0.9172,0.9018
598,0,cluster_00_mosaic.png,2,14,1260,220,90,RCNHSha_20250511_234046_IMG8,937,2156,42,54,0.3395,0.9051,0.8138
4947,0,cluster_00_mosaic.png,3,0,0,310,90,RCNHSha_20250516_011045_IMG8,974,2220,49,62,0.3395,0.885,0.8933
3547,0,cluster_00_mosaic.png,3,1,90,310,90,RCNHSha_20250515_031002_IMG5,1046,1412,41,54,0.3394,0.8888,0.8595
3077,0,cluster_00_mosaic.png,3,2,180,310,90,RCNHSha_20250515_011017_IMG6,2307,1843,39,51,0.3392,0.9002,0.7425
2797,0,cluster_00_mosaic.png,3,3,270,310,90,RCNHSha_20250515_003932_IMG3,1834,413,35,51,0.3391,0.9203,0.8027
964,0,cluster_00_mosaic.png,3,4,360,310,90,RCNHSha_20250512_054015_IMG6,1131,884,41,55,0.3385,0.9052,0.8964
3576,0,cluster_00_mosaic.png,3,5,450,310,90,RCNHSha_20250515_031017_IMG6,1823,405,38,49,0.3384,0.908,0.6948
3777,0,cluster_00_mosaic.png,3,6,540,310,90,RCNHSha_20250515_041033_IMG7,2322,2753,40,53,0.337,0.9006,0.7918
179,0,cluster_00_mosaic.png,3,7,630,310,90,RCNHSha_20250510_020947_IMG4,2472,1285,47,56,0.3365,0.848,0.6917
1223,0,cluster_00_mosaic.png,3,8,720,310,90,RCNHSha_20250513_014047_IMG8,1134,879,43,58,0.3364,0.8795,0.9163
7668,0,cluster_00_mosaic.png,3,9,810,310,90,RCNHSha_20250922_055035_IMG3,824,947,37,48,0.3358,0.9006,0.7677
2409,0,cluster_00_mosaic.png,3,10,900,310,90,RCNHSha_20250514_233948_IMG4,890,1915,56,68,0.335,0.8347,0.9199
4140,0,cluster_00_mosaic.png,3,11,990,310,90,RCNHSha_20250516_000901_IMG1,851,1701,48,62,0.3348,0.8489,0.6713
3897,0,cluster_00_mosaic.png,3,12,1080,310,90,RCNHSha_20250515_054049_IMG8,1848,254,47,64,0.3342,0.8655,0.8817
4740,0,cluster_00_mosaic.png,3,13,1170,310,90,RCNHSha_20250516_010900_IMG1,2468,322,44,55,0.3334,0.8984,0.9004
3557,0,cluster_00_mosaic.png,3,14,1260,310,90,RCNHSha_20250515_031002_IMG5,1412,2159,39,57,0.333,0.8918,0.8438
2600,0,cluster_00_mosaic.png,4,0,0,400,90,RCNHSha_20250515_001032_IMG7,676,1270,52,63,0.3325,0.8486,0.6873
944,0,cluster_00_mosaic.png,4,1,90,400,90,RCNHSha_20250512_050915_IMG2,1131,881,42,57,0.3321,0.8852,0.9125
3256,0,cluster_00_mosaic.png,4,2,180,400,90,RCNHSha_20250515_013932_IMG3,2322,2753,39,54,0.332,0.8947,0.7707
2859,0,cluster_00_mosaic.png,4,3,270,400,90,RCNHSha_20250515_004017_IMG6,1327,1399,49,62,0.3316,0.8262,0.8606
3934,0,cluster_00_mosaic.png,4,4,360,400,90,RCNHSha_20250515_054049_IMG8,2318,2751,45,59,0.3308,0.8642,0.7573
2875,0,cluster_00_mosaic.png,4,5,450,400,90,RCNHSha_20250515_004017_IMG6,3077,2029,46,60,0.3299,0.8428,0.7983
5990,0,cluster_00_mosaic.png,4,6,540,400,90,RCNHSha_20250520_031046_IMG8,1883,1446,61,79,0.3299,0.7924,0.9515
5874,0,cluster_00_mosaic.png,4,7,630,400,90,RCNHSha_20250520_031001_IMG5,1956,1782,43,56,0.3294,0.8666,0.6462
5266,0,cluster_00_mosaic.png,4,8,720,400,90,RCNHSha_20250516_040916_IMG2,1521,407,67,77,0.3292,0.7254,0.7749
4235,0,cluster_00_mosaic.png,4,9,810,400,90,RCNHSha_20250516_000947_IMG4,1164,943,84,101,0.3285,0.632,0.9254
8601,0,cluster_00_mosaic.png,4,10,900,400,90,RCNHSha_20250922_072118_IMG7,2542,2723,78,94,0.3285,0.631,0.9028
2632,0,cluster_00_mosaic.png,4,11,990,400,90,RCNHSha_20250515_001032_IMG7,1471,2198,60,71,0.3278,0.7806,0.9297
223,0,cluster_00_mosaic.png,4,12,1080,400,90,RCNHSha_20250510_023900_IMG1,1469,1059,47,61,0.3275,0.8399,0.8376
4579,0,cluster_00_mosaic.png,4,13,1170,400,90,RCNHSha_20250516_003930_IMG3,1494,175,98,119,0.326,0.6469,0.9792
4331,0,cluster_00_mosaic.png,4,14,1260,400,90,RCNHSha_20250516_001002_IMG5,2116,607,42,51,0.3254,0.8542,0.7923
3507,0,cluster_00_mosaic.png,5,0,0,490,90,RCNHSha_20250515_023932_IMG3,1462,2184,63,81,0.3244,0.7601,0.9246
8892,0,cluster_00_mosaic.png,5,1,90,490,90,RCNHSha_20250922_202115_IMG4,2364,1321,40,52,0.3243,0.8412,0.797
707,0,cluster_00_mosaic.png,5,2,180,490,90,RCNHSha_20250512_011034_IMG7,2551,1109,43,55,0.3237,0.8436,0.8754
1255,0,cluster_00_mosaic.png,5,3,270,490,90,RCNHSha_20250513_023901_IMG1,1532,1567,50,64,0.3236,0.7989,0.8463
954,0,cluster_00_mosaic.png,5,4,360,490,90,RCNHSha_20250512_053900_IMG1,1132,885,42,56,0.3233,0.8615,0.9012
1361,0,cluster_00_mosaic.png,5,5,450,490,90,RCNHSha_20250513_030916_IMG2,2461,1847,57,68,0.3229,0.7639,0.8532
3084,0,cluster_00_mosaic.png,5,6,540,490,90,RCNHSha_20250515_011017_IMG6,1468,2191,57,71,0.3226,0.8073,0.9429
4272,0,cluster_00_mosaic.png,5,7,630,490,90,RCNHSha_20250516_000947_IMG4,857,1880,85,105,0.3211,0.6422,0.9445
1683,0,cluster_00_mosaic.png,5,8,720,490,90,RCNHSha_20250513_040946_IMG4,1364,539,44,58,0.3209,0.8353,0.8703
2234,0,cluster_00_mosaic.png,5,9,810,490,90,RCNHSha_20250514_051016_IMG6,1327,1397,51,68,0.3206,0.8102,0.8664
8511,0,cluster_00_mosaic.png,5,10,900,490,90,RCNHSha_20250922_065047_IMG4,2542,2724,76,93,0.3197,0.6137,0.8743
6224,0,cluster_00_mosaic.png,5,11,990,490,90,RCNHSha_20250921_222139_IMG11,1760,2778,40,53,0.3196,0.8482,0.8145
6897,0,cluster_00_mosaic.png,5,12,1080,490,90,RCNHSha_20250922_002134_IMG10,1934,369,74,90,0.3195,0.6672,0.923
1555,0,cluster_00_mosaic.png,5,13,1170,490,90,RCNHSha_20250513_031016_IMG6,2019,2669,45,59,0.3193,0.821,0.8012
2186,0,cluster_00_mosaic.png,5,14,1260,490,90,RCNHSha_20250514_034002_IMG5,929,1967,57,68,0.3193,0.8049,0.9368
1754,0,cluster_00_mosaic.png,6,0,0,580,90,RCNHSha_20250513_043932_IMG3,1364,544,44,54,0.3191,0.8462,0.8882
2700,0,cluster_00_mosaic.png,6,1,90,580,90,RCNHSha_20250515_001047_IMG8,1541,1480,49,62,0.3189,0.7747,0.8015
6013,0,cluster_00_mosaic.png,6,2,180,580,90,RCNHSha_20250520_031046_IMG8,2268,2674,42,55,0.3178,0.8552,0.8199
4665,0,cluster_00_mosaic.png,6,3,270,580,90,RCNHSha_20250516_003930_IMG3,2067,2850,55,72,0.3158,0.7796,0.908
2704,0,cluster_00_mosaic.png,6,4,360,580,90,RCNHSha_20250515_001047_IMG8,1339,1529,47,62,0.3156,0.8317,0.8729
8212,0,cluster_00_mosaic.png,6,5,450,580,90,RCNHSha_20250922_062107_IMG6,640,1734,43,57,0.3151,0.8095,0.8006
2517,0,cluster_00_mosaic.png,6,6,540,580,90,RCNHSha_20250515_000932_IMG3,1479,2194,59,73,0.3144,0.7669,0.9426
4582,0,cluster_00_mosaic.png,6,7,630,580,90,RCNHSha_20250516_003930_IMG3,1423,229,56,71,0.3144,0.7771,0.8984
3613,0,cluster_00_mosaic.png,6,8,720,580,90,RCNHSha_20250515_031017_IMG6,1314,2640,80,102,0.3134,0.694,0.9658
3088,0,cluster_00_mosaic.png,6,9,810,580,90,RCNHSha_20250515_011017_IMG6,2670,2408,44,58,0.3133,0.8291,0.7515
1012,0,cluster_00_mosaic.png,6,10,900,580,90,RCNHSha_20250512_233915_IMG2,2590,1808,44,57,0.3131,0.8186,0.8515
8755,0,cluster_00_mosaic.png,6,11,990,580,90,RCNHSha_20250922_075109_IMG6,2339,2019,44,59,0.3131,0.7814,0.7856
2556,0,cluster_00_mosaic.png,6,12,1080,580,90,RCNHSha_20250515_001032_IMG7,2959,481,94,121,0.3126,0.5625,0.781
3697,0,cluster_00_mosaic.png,6,13,1170,580,90,RCNHSha_20250515_040948_IMG4,1532,393,62,78,0.3124,0.6987,0.8158
7230,0,cluster_00_mosaic.png,6,14,1260,580,90,RCNHSha_20250922_005105_IMG7,2418,2005,43,53,0.311,0.8003,0.7076
7559,0,cluster_00_mosaic.png,7,0,0,670,90,RCNHSha_20250922_045153_IMG11,2435,2701,41,54,0.3104,0.8112,0.8783
2190,0,cluster_00_mosaic.png,7,1,90,670,90,RCNHSha_20250514_034002_IMG5,2646,2431,46,63,0.3091,0.7896,0.9292
4531,0,cluster_00_mosaic.png,7,2,180,670,90,RCNHSha_20250516_001016_IMG6,2700,1827,57,67,0.3081,0.7149,0.8855
3950,0,cluster_00_mosaic.png,7,3,270,670,90,RCNHSha_20250515_234002_IMG5,1064,998,43,53,0.3074,0.8089,0.7863
4738,0,cluster_00_mosaic.png,7,4,360,670,90,RCNHSha_20250516_010900_IMG1,1499,170,101,127,0.3071,0.576,0.973
1551,0,cluster_00_mosaic.png,7,5,450,670,90,RCNHSha_20250513_031016_IMG6,1399,2438,70,75,0.3066,0.6609,0.4501
2807,0,cluster_00_mosaic.png,7,6,540,670,90,RCNHSha_20250515_003932_IMG3,979,1216,61,77,0.3065,0.7011,0.8693
5783,0,cluster_00_mosaic.png,7,7,630,670,90,RCNHSha_20250520_024045_IMG8,2843,759,44,67,0.3056,0.8011,0.9253
5766,0,cluster_00_mosaic.png,7,8,720,670,90,RCNHSha_20250518_050946_IMG4,1582,2717,42,54,0.3049,0.8071,0.6619
4207,0,cluster_00_mosaic.png,7,9,810,670,90,RCNHSha_20250516_000947_IMG4,1479,155,111,136,0.3043,0.5284,0.9504
3399,0,cluster_00_mosaic.png,7,10,900,670,90,RCNHSha_20250515_023902_IMG1,1333,2665,66,87,0.3041,0.7065,0.9426
5095,0,cluster_00_mosaic.png,7,11,990,670,90,RCNHSha_20250516_020900_IMG1,2451,319,57,74,0.3041,0.7719,0.9665
3943,0,cluster_00_mosaic.png,7,12,1080,670,90,RCNHSha_20250515_234002_IMG5,2196,523,46,54,0.3029,0.8031,0.774
3348,0,cluster_00_mosaic.png,7,13,1170,670,90,RCNHSha_20250515_021001_IMG5,1331,2663,68,87,0.3026,0.7157,0.9509
2028,0,cluster_00_mosaic.png,7,14,1260,670,90,RCNHSha_20250514_023931_IMG3,1312,2682,50,61,0.302,0.8143,0.9156
6086,0,cluster_00_mosaic.png,8,0,0,760,90,RCNHSha_20250921_222019_IMG3,1787,2578,52,62,0.3011,0.7334,0.7121
5353,0,cluster_00_mosaic.png,8,1,90,760,90,RCNHSha_20250516_041017_IMG6,2024,285,54,72,0.3009,0.7185,0.844
5628,0,cluster_00_mosaic.png,8,2,180,760,90,RCNHSha_20250516_054032_IMG7,958,2212,58,74,0.2992,0.6936,0.761
2290,0,cluster_00_mosaic.png,8,3,270,760,90,RCNHSha_20250514_053932_IMG3,1040,1411,48,61,0.2973,0.7961,0.952
3532,0,cluster_00_mosaic.png,8,4,360,760,90,RCNHSha_20250515_031002_IMG5,1828,634,39,53,0.2969,0.7824,0.7148
5200,0,cluster_00_mosaic.png,8,5,450,760,90,RCNHSha_20250516_031002_IMG5,1648,1992,41,60,0.2962,0.762,0.8962
827,0,cluster_00_mosaic.png,8,6,540,760,90,RCNHSha_20250512_021047_IMG8,3076,557,46,55,0.2959,0.7849,0.6973
2048,0,cluster_00_mosaic.png,8,7,630,760,90,RCNHSha_20250514_023946_IMG4,940,1978,49,60,0.2951,0.777,0.9336
5198,0,cluster_00_mosaic.png,8,8,720,760,90,RCNHSha_20250516_031002_IMG5,3166,1969,88,113,0.2945,0.5661,0.9506
4975,0,cluster_00_mosaic.png,8,9,810,760,90,RCNHSha_20250516_013945_IMG4,2862,1114,57,75,0.2937,0.7077,0.9162
4552,0,cluster_00_mosaic.png,8,10,900,760,90,RCNHSha_20250516_001016_IMG6,3096,2116,93,113,0.2935,0.46,0.8438
4759,0,cluster_00_mosaic.png,8,11,990,760,90,RCNHSha_20250516_010900_IMG1,2614,1542,45,61,0.293,0.7441,0.8918
5250,0,cluster_00_mosaic.png,8,12,1080,760,90,RCNHSha_20250516_033932_IMG3,1646,1986,42,65,0.2912,0.7581,0.9223
8448,0,cluster_00_mosaic.png,8,13,1170,760,90,RCNHSha_20250922_065047_IMG4,834,852,50,66,0.291,0.7341,0.9429
8798,0,cluster_00_mosaic.png,8,14,1260,760,90,RCNHSha_20250922_075129_IMG8,837,854,51,64,0.291,0.7254,0.914
5487,0,cluster_00_mosaic.png,9,0,0,850,90,RCNHSha_20250516_044031_IMG7,1650,1985,66,71,0.2909,0.6934,0.9171
3153,0,cluster_00_mosaic.png,9,1,90,850,90,RCNHSha_20250515_011032_IMG7,1319,2655,68,83,0.2881,0.6742,0.9442
2323,0,cluster_00_mosaic.png,9,2,180,850,90,RCNHSha_20250514_054003_IMG5,2804,2003,45,54,0.2877,0.7342,0.8342
1496,0,cluster_00_mosaic.png,9,3,270,850,90,RCNHSha_20250513_031016_IMG6,2235,697,50,66,0.2871,0.7263,0.8278
1264,0,cluster_00_mosaic.png,9,4,360,850,90,RCNHSha_20250513_023901_IMG1,2433,2803,47,59,0.2853,0.7639,0.9043
2030,0,cluster_00_mosaic.png,9,5,450,850,90,RCNHSha_20250514_023946_IMG4,2469,302,63,81,0.2852,0.6245,0.7148
8855,0,cluster_00_mosaic.png,9,6,540,850,90,RCNHSha_20250922_075129_IMG8,1119,2588,51,65,0.2852,0.6951,0.7025
6922,0,cluster_00_mosaic.png,9,7,630,850,90,RCNHSha_20250922_002134_IMG10,3142,1128,51,63,0.2823,0.6614,0.5618
8668,0,cluster_00_mosaic.png,9,8,720,850,90,RCNHSha_20250922_072208_IMG12,534,1931,96,121,0.2809,0.5129,0.9668
249,0,cluster_00_mosaic.png,9,9,810,850,90,RCNHSha_20250511_003931_IMG3,2560,446,47,57,0.2798,0.7237,0.9031
1588,0,cluster_00_mosaic.png,9,10,900,850,90,RCNHSha_20250513_031031_IMG7,630,1629,49,58,0.2788,0.7382,0.9271
2036,0,cluster_00_mosaic.png,9,11,990,850,90,RCNHSha_20250514_023946_IMG4,1697,667,49,60,0.2777,0.7014,0.8819
285,0,cluster_00_mosaic.png,9,12,1080,850,90,RCNHSha_20250511_010937_IMG3,2389,2803,62,77,0.2773,0.6274,0.8337
3548,0,cluster_00_mosaic.png,9,13,1170,850,90,RCNHSha_20250515_031002_IMG5,1322,1414,43,54,0.2769,0.706,0.7678
8753,0,cluster_00_mosaic.png,9,14,1260,850,90,RCNHSha_20250922_075109_IMG6,692,1892,49,63,0.2754,0.67,0.8964
7534,0,cluster_00_mosaic.png,10,0,0,940,90,RCNHSha_20250922_045153_IMG11,660,1789,52,63,0.2747,0.701,0.895
4832,0,cluster_00_mosaic.png,10,1,90,940,90,RCNHSha_20250516_010915_IMG2,1936,2722,69,84,0.2713,0.6673,0.9783
6122,0,cluster_00_mosaic.png,10,2,180,940,90,RCNHSha_20250921_222029_IMG4,529,1374,59,78,0.2635,0.6467,0.9567
5214,0,cluster_00_mosaic.png,10,3,270,940,90,RCNHSha_20250516_031002_IMG5,2686,2526,68,87,0.2633,0.5687,0.9337
3966,0,cluster_00_mosaic.png,10,4,360,940,90,RCNHSha_20250515_234002_IMG5,2701,1829,55,68,0.2631,0.6353,0.9285
5051,0,cluster_00_mosaic.png,10,5,450,940,90,RCNHSha_20250516_014000_IMG5,1866,2648,49,64,0.2619,0.6531,0.7026
5259,0,cluster_00_mosaic.png,10,6,540,940,90,RCNHSha_20250516_033932_IMG3,2242,2434,48,64,0.2516,0.6232,0.8201
5311,0,cluster_00_mosaic.png,10,7,630,940,90,RCNHSha_20250516_041002_IMG5,2063,700,54,64,0.2501,0.6072,0.6694
5169,0,cluster_00_mosaic.png,10,8,720,940,90,RCNHSha_20250516_031002_IMG5,3249,949,109,121,0.2299,0.3633,0.8819
851,1,cluster_01_page00.png,0,0,0,40,90,RCNHSha_20250512_021047_IMG8,1889,1834,67,126,0.5029,0.9378,0.8625
899,1,cluster_01_page00.png,0,1,90,40,90,RCNHSha_20250512_031003_IMG5,1537,1941,64,114,0.4967,0.9527,0.8391
2466,1,cluster_01_page00.png,0,2,180,40,90,RCNHSha_20250515_000932_IMG3,936,950,67,115,0.4826,0.9089,0.831
1517,1,cluster_01_page00.png,0,3,270,40,90,RCNHSha_20250513_031016_IMG6,1166,1216,78,104,0.4795,0.8928,0.6901
1367,1,cluster_01_page00.png,0,4,360,40,90,RCNHSha_20250513_030916_IMG2,2599,1998,80,134,0.4692,0.8256,0.8749
1647,1,cluster_01_page00.png,0,5,450,40,90,RCNHSha_20250513_040901_IMG1,1139,944,76,133,0.4678,0.8539,0.9288
4371,1,cluster_01_page00.png,0,6,540,40,90,RCNHSha_20250516_001002_IMG5,873,1284,91,120,0.466,0.8369,0.9032
1743,1,cluster_01_page00.png,0,7,630,40,90,RCNHSha_20250513_043901_IMG1,2693,1903,67,149,0.4655,0.8379,0.9296
349,1,cluster_01_page00.png,0,8,720,40,90,RCNHSha_20250511_021016_IMG6,2203,1813,78,146,0.4628,0.83,0.9083
3244,1,cluster_01_page00.png,0,9,810,40,90,RCNHSha_20250515_013932_IMG3,2304,2179,57,204,0.461,0.8167,0.9688
7003,1,cluster_01_page00.png,0,10,900,40,90,RCNHSha_20250922_005035_IMG4,2583,705,50,116,0.4583,0.9359,0.9351
1136,1,cluster_01_page00.png,0,11,990,40,90,RCNHSha_20250513_003931_IMG3,1110,1680,55,152,0.458,0.8545,0.9487
546,1,cluster_01_page00.png,0,12,1080,40,90,RCNHSha_20250511_234031_IMG7,1856,742,90,129,0.4574,0.797,0.9029
3502,1,cluster_01_page00.png,0,13,1170,40,90,RCNHSha_20250515_023932_IMG3,2433,1947,74,139,0.4517,0.7939,0.8605
2829,1,cluster_01_page00.png,0,14,1260,40,90,RCNHSha_20250515_003932_IMG3,2302,2175,60,215,0.4514,0.794,0.9707
1744,1,cluster_01_page00.png,1,0,0,130,90,RCNHSha_20250513_043901_IMG1,1858,2191,73,98,0.4513,0.8978,0.8737
7020,1,cluster_01_page00.png,1,1,90,130,90,RCNHSha_20250922_005035_IMG4,758,1085,75,109,0.4503,0.8053,0.7206
3277,1,cluster_01_page00.png,1,2,180,130,90,RCNHSha_20250515_014047_IMG8,2815,1244,70,149,0.4502,0.7821,0.9424
265,1,cluster_01_page00.png,1,3,270,130,90,RCNHSha_20250511_010937_IMG3,2642,634,62,100,0.4493,0.9289,0.8962
5709,1,cluster_01_page00.png,1,4,360,130,90,RCNHSha_20250518_050946_IMG4,2085,529,69,104,0.4455,0.8913,0.8989
2760,1,cluster_01_page00.png,1,5,450,130,90,RCNHSha_20250515_003916_IMG2,2794,1231,68,156,0.4451,0.7662,0.9481
3835,1,cluster_01_page00.png,1,6,540,130,90,RCNHSha_20250515_053933_IMG3,2795,1207,65,179,0.4419,0.7588,0.961
4857,1,cluster_01_page00.png,1,7,630,130,90,RCNHSha_20250516_011015_IMG6,1174,766,74,103,0.4419,0.9039,0.9249
1393,1,cluster_01_page00.png,1,8,720,130,90,RCNHSha_20250513_030916_IMG2,2042,2526,80,137,0.4411,0.7621,0.8838
288,1,cluster_01_page00.png,1,9,810,130,90,RCNHSha_20250511_020901_IMG1,2050,426,82,152,0.4404,0.7558,0.859
4057,1,cluster_01_page00.png,1,10,900,130,90,RCNHSha_20250516_000901_IMG1,1099,716,83,125,0.4398,0.7348,0.8567
1527,1,cluster_01_page00.png,1,11,990,130,90,RCNHSha_20250513_031016_IMG6,906,1466,98,162,0.4397,0.7453,0.8587
1468,1,cluster_01_page00.png,1,12,1080,130,90,RCNHSha_20250513_030931_IMG3,1626,1893,76,106,0.4393,0.858,0.8957
5310,1,cluster_01_page00.png,1,13,1170,130,90,RCNHSha_20250516_041002_IMG5,1887,688,117,164,0.438,0.7403,0.95
2808,1,cluster_01_page00.png,1,14,1260,130,90,RCNHSha_20250515_003932_IMG3,2761,1232,85,151,0.4366,0.7411,0.9322
2878,1,cluster_01_page00.png,2,0,0,220,90,RCNHSha_20250515_004017_IMG6,2280,2173,68,215,0.4365,0.7463,0.9685
4809,1,cluster_01_page00.png,2,1,90,220,90,RCNHSha_20250516_010915_IMG2,1243,1400,73,127,0.4365,0.774,0.8755
3590,1,cluster_01_page00.png,2,2,180,220,90,RCNHSha_20250515_031017_IMG6,2782,1196,65,176,0.433,0.729,0.9545
2599,1,cluster_01_page00.png,2,3,270,220,90,RCNHSha_20250515_001032_IMG7,2819,1247,84,156,0.4324,0.7274,0.9443
4893,1,cluster_01_page00.png,2,4,360,220,90,RCNHSha_20250516_011015_IMG6,2495,1748,84,145,0.4324,0.7234,0.8642
