detection_id,cluster,mosaic_file,mosaic_row,mosaic_col,mosaic_x,mosaic_y,thumb_size,frame,bbox_x,bbox_y,bbox_w,bbox_h,quality_score,solidity,eccentricity
39,1,cluster_01_mosaic.png,0,10,900,40,90,RCNHSha_20250513_234016_IMG6,2678,843,180,135,0.3647,0.4591,0.9533
44,1,cluster_01_mosaic.png,0,11,990,40,90,RCNHSha_20250514_034002_IMG5,1828,1513,158,99,0.3636,0.4835,0.7918
6,1,cluster_01_mosaic.png,0,12,1080,40,90,RCNHSha_20250511_003931_IMG3,722,1183,230,113,0.3606,0.4795,0.9318
1,1,cluster_01_mosaic.png,0,13,1170,40,90,RCNHSha_20250509_233933_IMG3,1858,1517,143,115,0.3576,0.4696,0.7118
23,1,cluster_01_mosaic.png,0,14,1260,40,90,RCNHSha_20250513_003900_IMG1,3094,1722,229,130,0.3547,0.4381,0.9141
54,1,cluster_01_mosaic.png,1,0,0,130,90,RCNHSha_20250515_001032_IMG7,3148,1509,179,87,0.3532,0.4887,0.9257
59,1,cluster_01_mosaic.png,1,1,90,130,90,RCNHSha_20250515_234002_IMG5,1974,1930,182,134,0.349,0.448,0.9155
43,1,cluster_01_mosaic.png,1,2,180,130,90,RCNHSha_20250514_023946_IMG4,1496,2376,137,81,0.3482,0.5402,0.9245
63,1,cluster_01_mosaic.png,1,3,270,130,90,RCNHSha_20250516_001002_IMG5,2239,2679,221,125,0.3464,0.434,0.9217
32,1,cluster_01_mosaic.png,1,4,360,130,90,RCNHSha_20250513_003931_IMG3,1810,2210,220,113,0.3445,0.4105,0.9057
30,1,cluster_01_mosaic.png,1,5,450,130,90,RCNHSha_20250513_003931_IMG3,2588,1633,206,171,0.3408,0.3816,0.7926
5,1,cluster_01_mosaic.png,1,6,540,130,90,RCNHSha_20250510_020901_IMG1,1645,2157,163,109,0.3392,0.4175,0.8538
4,1,cluster_01_mosaic.png,1,7,630,130,90,RCNHSha_20250510_020901_IMG1,2679,1933,121,100,0.3379,0.5449,0.8401
13,1,cluster_01_mosaic.png,1,8,720,130,90,RCNHSha_20250512_011034_IMG7,1479,1071,176,55,0.3345,0.5861,0.9617
25,1,cluster_01_mosaic.png,1,9,810,130,90,RCNHSha_20250513_003900_IMG1,2125,2063,459,188,0.3304,0.3858,0.9812
47,1,cluster_01_mosaic.png,1,10,900,130,90,RCNHSha_20250515_001032_IMG7,2628,577,255,176,0.3274,0.3427,0.7798
56,1,cluster_01_mosaic.png,1,11,990,130,90,RCNHSha_20250515_001047_IMG8,2285,2697,250,112,0.3242,0.3705,0.9429
19,1,cluster_01_mosaic.png,1,12,1080,130,90,RCNHSha_20250513_003900_IMG1,2460,398,285,146,0.3211,0.3286,0.8568
7,1,cluster_01_mosaic.png,1,13,1170,130,90,RCNHSha_20250511_010937_IMG3,1257,2128,218,174,0.3198,0.2906,0.7041
31,1,cluster_01_mosaic.png,1,14,1260,130,90,RCNHSha_20250513_003931_IMG3,1429,1926,220,172,0.3184,0.3527,0.7918
20,1,cluster_01_mosaic.png,2,0,0,220,90,RCNHSha_20250513_003900_IMG1,2769,640,284,205,0.3176,0.3406,0.703
66,1,cluster_01_mosaic.png,2,1,90,220,90,RCNHSha_20250922_002134_IMG10,2226,2279,276,148,0.3135,0.3155,0.8089
11,1,cluster_01_mosaic.png,2,2,180,220,90,RCNHSha_20250511_233901_IMG1,2917,1362,261,160,0.311,0.3223,0.8648
29,1,cluster_01_mosaic.png,2,3,270,220,90,RCNHSha_20250513_003931_IMG3,1165,1564,228,178,0.3075,0.3704,0.9806
15,1,cluster_01_mosaic.png,2,4,360,220,90,RCNHSha_20250512_011034_IMG7,2524,1164,240,195,0.2987,0.2661,0.6512
0,1,cluster_01_mosaic.png,2,5,450,220,90,RCNHSha_20250509_233933_IMG3,1910,843,233,190,0.2964,0.2521,0.5082
18,1,cluster_01_mosaic.png,2,6,540,220,90,RCNHSha_20250512_011034_IMG7,2027,2288,185,131,0.2868,0.3245,0.8237
